Journal,ISSN,CN,Publisher,Frequency,Language,Founded,Discipline,SubDiscipline,IF_Composite,IF_Comprehensive,CSCD_Core,CSCD_Extended,PKU_Core,CSSCI,CSSCI_Extended,AMI_Authority,AMI_Core,AMI_Extended,AMI_Archive,SCI_Indexed,EI_Indexed,CSTPCD,Index_Labels
华商,1004-1192,43(Q)第1001,湖南省归国华侨联合会,半月,中文,1986.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
花炮科技与市场,2096-5699,36-1204/TJ,农业部烟花爆竹质量监督检验测试中心;萍乡市焰花鞭炮科学研究所,季刊,中文,1994.0,经济与管理科学;工程科技I,燃料化工;市场研究与信息,,,False,False,False,False,False,False,False,False,False,False,False,False,
环球体育市场,1674-6031,31-2006/G8,上海体育学院,双月,中文,2008.0,经济与管理科学,市场研究与信息,,,,,,,,,,,,,,,
环境经济,1672-724X,11-5190/F,中国环境报社有限公司,半月,中文,2004.0,经济与管理科学;工程科技I,环境科学与资源利用;宏观经济管理与可持续发展,,,,,,,,,,,,,,,
化工科技市场,1009-4725,12-1314/TQ,全国化工商品情报中心站,月刊,中文,1978.0,经济与管理科学,工业经济,,,,,,,,,,,,,,,
华北电业,1005-3107,11-3417/F,国网冀北电力有限公司,月刊,中文,1985.0,经济与管理科学,工业经济,,,,,,,,,,,,,,,
经济理论与政策研究,,,山东省理论建设工程重点研究基地;山东财经大学山东省经济理论与政策研究中心,年刊,中文,2008.0,,,,,,,,,,,,,,,,,
经济工作月刊,1005-1961,52-1085,贵州省经济贸易委员会,月刊,中文,1990.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
经济工作导刊,1004-9320,13-1159/F,石家庄市人民政府,半月,中文,1989.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
经济动态与评论,,,山东社会科学院,半年,中文,2016.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
经济,1672-8637,11-5199/F,经济日报社,月刊,中文,1999.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
进出口经理人,1673-6532,11-5491/F,机械工业信息研究院,月刊,中文,1988.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
吉林省经济管理干部学院学报,1009-0657,22-1305/F,吉林省经济管理干部学院;吉林经济职业技术学院,双月,中文,1986.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
吉林商业高等专科学校学报,1009-2773,22-1291/F,吉林商业高等专科学校,季刊,中文,1985.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
吉林财税,1007-0664,22-1203/F,吉林省财政厅;吉林省地方税务局,月刊,中文,1994.0,经济与管理科学,财政与税收,,,,,,,,,,,,,,,
计量经济学报,2096-9732,10-1738/F,中国科学院数学与系统科学研究院;中国科技出版传媒股份有限公司,季刊,中文,2021.0,经济与管理科学,宏观经济管理与可持续发展,,,True,False,False,False,False,False,False,False,False,False,False,False,CSCD
计划与市场,1005-5851,42-1031/F,湖北省发展计划委员会,月刊,中文,1985.0,经济与管理科学,经济体制改革,,,,,,,,,,,,,,,
机电新产品导报,1003-0093,11-2363/TM,中国机电日报社,月刊,中文,1982.0,经济与管理科学;工程科技II,电力工业;工业经济,,,,,,,,,,,,,,,
机电产品市场,1672-3260,11-5031/F,机械工业信息研究院;中国机械装备(集团)公司;中国机械设备进出口公司,月刊,中文,1993.0,经济与管理科学,市场研究与信息;工业经济,,,,,,,,,,,,,,,
基层农技推广,2095-5049,11-9329/S,清华控股有限公司,月刊,中文,2013.0,经济与管理科学;农业科技,农业经济;农业综合,,,,,,,,,,,,,,,
家庭服务,2095-8722,10-1257/TS,中国劳动社会保障出版社,月刊,中文,2015.0,经济与管理科学,服务业经济,,,,,,,,,,,,,,,
江西农业经济,1006-0731,36-1007/F,江西省农业厅,双月,中文,1983.0,经济与管理科学,农业经济,,,,,,,,,,,,,,,
江西财税与会计,,36-1199/F,江西省财政厅;江西省地方税务局,月刊,中文,1989.0,经济与管理科学,财政与税收,,,,,,,,,,,,,,,
江苏交通,1007-5720,32-1460/U,江苏省交通运输协会,月刊,中文,1984.0,经济与管理科学;工程科技II,公路与水路运输;交通运输经济,,,,,,,,,,,,,,,
江苏建设,,,江苏省住房和城乡建设厅,四月一期,中文,2012.0,,,,,,,,,,,,,,,,,
江苏保险,,32-1078/F,江苏省保险学会;中国人民保险公司江苏省分分司,双月,中文,1982.0,经济与管理科学,保险,,,,,,,,,,,,,,,
今日财富,1009-8585,15-1211/F,内蒙古新华报业中心,半月,中文,1985.0,,,,,,,,,,,,,,,,,
金卡工程,1671-2498,44-1541/T,广东省对外科技交流中心,月刊,中文,1996.0,经济与管理科学;信息科技,金融;电子信息科学综合,,,,,,,,,,,,,,,
经营者,1672-2507,50-1018/F,长安汽车(集团)有限责任公司等,半月,中文,1987.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
经贸世界,1004-650X,51-1017/F,中国国际贸易促进委员会重庆市分会,月刊,中文,1988.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
经贸实践,1671-3494,33-1258/F,浙江省经济和信息化委员会宣传教育培训中心,月刊,中文,2001.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
经理人,1004-9312,44-1452/C,综合开发研究院(中国·深圳),月刊,中文,1989.0,经济与管理科学,企业经济,,,,,,,,,,,,,,,
经纪人学报,1009-3990,11-4444/C,中国国际经济科技法律人才学会,双月,中文,2005.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
经纪人,1009-3990,11-4444/C,中国国际经济科技法律人才学会,月刊,中文,2000.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
经济发展研究,2097-2350,22-1429/F,吉林大学,季刊,中文,1982.0,经济与管理科学,经济体制改革,,,,,,,,,,,,,,,
经济资料译丛,,35-1021/F,厦门大学经济学院,季刊,中文,1981.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
经济与管理战略研究,,,中国传媒大学,季刊,中文,2011.0,,,,,,,,,,,,,,,,,
经济统计学(季刊),,,北京师范大学国民核算研究院,季刊,中文,2013.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
经济思想史研究,,,武汉大学马克思主义理论与中国实践协同创新中心,年刊,中文,2019.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
经济思想史评论,,,武汉大学经济思想史研究所,半年,中文,2006.0,,,,,,,,,,,,,,,,,
经济思想史学刊,2096-9627,10-1720/F,中国社会科学院经济研究所;社会科学文献出版社,季刊,中文,2021.0,经济与管理科学,经济理论及经济思想史,,,False,False,False,False,False,False,False,False,False,False,False,False,
经济数学,1007-1660,43-1118/O1,湖南大学;湖南省经济数学研究会,季刊,中文,1984.0,经济与管理科学;基础科学,数学;宏观经济管理与可持续发展,,,,,,,,,,,,,,,
经济世界,1001-5310,11-2902/F,新华社对外部,月刊,中文,1984.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
经济视角(中旬刊),1672-3309,22-1225/F,吉林大学,月刊,中文,1982.0,经济与管理科学,经济体制改革,,,,,,,,,,,,,,,
国务院国有资产监督管理委员会公告,1672-6642,11-5169/D,国务院国有资产监督管理委员会,月刊,中文,2002.0,,,,,,,,,,,,,,,,,
管理学家(学术版),1674-1722,11-5630/F,航空工业信息中心,月刊,中文,2008.0,经济与管理科学,管理学,,,,,,,,,,,,,,,
广告大观(综合版),1672-9005,32-1730/F,江苏广播电视总台,月刊,中文,1995.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
改革与理论,1003-4544,41-1069/C,河南省经济体制改革办公室,月刊,中文,1988.0,经济与管理科学,经济体制改革,,,,,,,,,,,,,,,
改革先声,,14-1180/F,山西省经济体制改革委员会;山西省经济体制改革研究会,月刊,中文,1988.0,经济与管理科学,经济体制改革,,,,,,,,,,,,,,,
复杂科学管理,,,教育部人文社会科学重点研究基地清华大学技术创新研究中心;中国技术经济学会复杂科学管理分会,半年,中文,2019.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
服务外包,2095-8463,10-1245/F,商务部国际贸易经济合作研究院,月刊,中文,2014.0,经济与管理科学,服务业经济,,,,,,,,,,,,,,,
福建市场监督管理,2097-0889,35-1346/T,福建省标准化研究院,月刊,中文,1982.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
福建质量管理,1673-9604,35-1087/F,福建省质量管理协会,月刊,中文,1980.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
福建税务,1007-0877,35-1187/T,福建省国家税务局;福建省地方税务局;福建省税务学会,月刊,中文,1985.0,经济与管理科学,财政与税收,,,,,,,,,,,,,,,
福建农业,0429-8047,35-1085/S,福建省农村工作研究中心,月刊,中文,1940.0,经济与管理科学;农业科技,农业经济;农业综合,,,,,,,,,,,,,,,
福建林业,1003-4382,35-1010/S,福建省林业科学研究院,双月,中文,1985.0,经济与管理科学;农业科技,林业;农业经济,,,,,,,,,,,,,,,
福建金融管理干部学院学报,1009-4768,35-1229/F,福建金融管理干部学院,季刊,中文,1987.0,经济与管理科学,金融,,,,,,,,,,,,,,,
复旦城市治理评论,,,复旦大学国际关系与公共事务学院,半年,中文,2017.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
发展经济学研究,,,武汉大学经济发展研究中心,年刊,中文,2003.0,,,,,,,,,,,,,,,,,
发展改革理论与实践,1003-6709,44-1729/F,广东时代传媒有限公司,月刊,中文,1985.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
法人,1672-6545,11-5193/D,法治日报社,月刊,中文,2004.0,经济与管理科学,企业经济,,,,,,,,,,,,,,,
纺织服装周刊,1674-196X,11-5472/TS,中国纺织工业联合会;中国纺织信息中心,周刊,中文,1999.0,经济与管理科学;工程科技I,轻工业手工业;工业经济,,,,,,,,,,,,,,,
房地产世界,1005-1783,36-1182/F,江西人民出版社有限责任公司,半月,中文,1993.0,经济与管理科学;工程科技II,建筑科学与工程;宏观经济管理与可持续发展,,,,,,,,,,,,,,,
房地产导刊,1009-4563,44-1486/F,中国市长协会;中国房地产协会;广州市房地产协会;广州招商服务推广中心,月刊,中文,2000.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
饭店现代化,1672-4399,11-4670/T,全国服务科技信息中心;商业科技质量中心,月刊,中文,2003.0,经济与管理科学,服务业经济,,,,,,,,,,,,,,,
Electricity,1003-4994,11-2908/TM,中国电机工程学会,双月,英文,1990.0,经济与管理科学;工程科技II,电力工业;工业经济,,,,,,,,,,,,,,,
Economic and Political Studies,2095-4816,10-1049/C,中国人民大学,季刊,英文,2013.0,经济与管理科学;社会科学I,中国政治与国际政治;经济与管理综合,,,False,False,False,False,False,False,False,False,False,False,False,False,
Ecological Economy,1673-0178,53-1197/F,云南教育出版社有限责任公司,季刊,英文,2005.0,经济与管理科学,宏观经济管理与可持续发展,,,False,False,False,False,False,False,False,False,False,False,False,False,
广告大观(理论版),1672-9005,32-1730/F,江苏广播电视总台,双月,中文,2005.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
广告大观(标识版),1672-9005,32-1730/F,江苏省广播电视总台,月刊,中文,2002.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
广东审计,1005-0140,44-1322/F,广东省审计厅;广东省审计学会,双月,中文,1983.0,经济与管理科学,审计,,,,,,,,,,,,,,,
广东农工商职业技术学院学报,1009-931X,44-1520/Z,广东农工商职业技术学院,季刊,中文,1985.0,经济与管理科学,经济与管理综合,,,False,False,False,False,False,False,False,False,False,False,False,False,
广东财经职业学院学报,1671-8208,44-1558/Z,广东财经职业学院,双月,中文,2002.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
光彩,1005-4049,11-3438/F,中国个体劳动者协会,月刊,中文,1994.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
广东经济管理学院学报,1672-4100,44-1591/Z,广东省经济管理干部学院,双月,中文,1986.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
工业信息安全,2097-1176,10-1802/TP,国家工业信息安全发展研究中心,月刊,中文,2021.0,经济与管理科学;信息科技,计算机软件及计算机应用;工业经济,,,,,,,,,,,,,,,
工业经济论坛,2095-7866,10-1200/F,中国电子信息产业发展研究院,双月,中文,2014.0,经济与管理科学,工业经济,,,,,,,,,,,,,,,
工信财经科技,2096-9724,10-1729/F,电子工业出版社有限公司,双月,中文,2021.0,经济与管理科学,工业经济,,,False,False,False,False,False,False,False,False,False,False,False,False,
公司治理评论,,,南开大学公司治理研究中心,季刊,中文,2009.0,,,,,,,,,,,,,,,,,
公司金融研究,,,济南大学,季刊,中文,2012.0,,,,,,,,,,,,,,,,,
公共经济与政策研究,,,西南财经大学财政税务学院,年刊,中文,2005.0,,,,,,,,,,,,,,,,,
躬耕(天下豫商),1671-1432,41-1324/I,河南文化交流协会,月刊,中文,2007.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
甘肃税务,1008-3375,62-1142/F,甘肃省国家税务局;甘肃省地方税务局,月刊,中文,1987.0,经济与管理科学,财政与税收,,,,,,,,,,,,,,,
甘肃林业,1674-2745,62-1060/S,甘肃省林业调查规划院,双月,中文,1985.0,经济与管理科学;农业科技,林业;农业经济,,,,,,,,,,,,,,,
赣商,2095-6665,36-1329/F,江西日报社,月刊,中文,2013.0,经济与管理科学,经济体制改革,,,,,,,,,,,,,,,
赣江财税论坛,,,江西财经大学,年刊,中文,2014.0,,,,,,,,,,,,,,,,,
港口经济,1009-7899,12-1321/F,开益国际咨询研究中心(天津),月刊,中文,2000.0,经济与管理科学,交通运输经济,,,,,,,,,,,,,,,
港澳经济,1000-064X,44-1069/F,广东省社会科学院港澳研究中心,月刊,中文,1980.0,经济与管理科学,经济体制改革,,,,,,,,,,,,,,,
管理观察,1674-2877,11-5688/F,中国科学技术信息研究所;科学技术文献出版社,旬刊,中文,1981.0,经济与管理科学,管理学,,,,,,,,,,,,,,,
管理工程师,1007-1199,41-1247/V,郑州航空工业管理学院,双月,中文,1996.0,经济与管理科学,企业经济,,,False,False,False,False,False,False,False,False,True,False,False,False,
管理@人,1998-0442,22-1054/F,吉林省社会科学院,季刊,中文,2005.0,经济与管理科学,企业经济,,,,,,,,,,,,,,,
广州市经济管理干部学院学报,1009-0975,44-1465/F,广州城市职业学院,季刊,中文,1999.0,经济与管理科学,经济与管理综合,,,,,,,,,,,,,,,
广州城市职业学院学报,1674-0408,44-1642/Z,广州城市职业学院,季刊,中文,1985.0,经济与管理科学,经济与管理综合,,,False,False,False,False,False,False,False,False,False,False,False,False,
广义虚拟经济研究,1674-9448,11-5905/F,航空工业信息中心,季刊,中文,2010.0,经济与管理科学,经济理论及经济思想史,,,False,False,False,False,False,False,False,False,True,False,False,False,
广西质量监督导报,1009-6310,45-1223/T,广西科学技术期刊编辑学会;广西质量协会,月刊,中文,1995.0,经济与管理科学,宏观经济管理与可持续发展,,,,,,,,,,,,,,,
广西市场与价格,1008-2328,45-1240/F,广西区物价局;广西价格协会,月刊,中文,1985.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
广西审计,1003-0646,45-1088/F,广西壮族自治区审计厅;广西审计学会,双月,中文,1994.0,经济与管理科学,审计,,,,,,,,,,,,,,,
广西商业经济,1003-7829,45-1016/F,广西商业经济学会;广西壮族自治区贸易局;广西壮族自治区石油总公司;广西壮族自治区烟草专卖局,双月,中文,1983.0,经济与管理科学,贸易经济,,,,,,,,,,,,,,,
广西农村金融研究,1003-1405,45-1030/F,中国农业银行广西区分行;广西农村金融学会,双月,中文,1980.0,经济与管理科学,金融,,,,,,,,,,,,,,,
广西农村经济,1005-7986,45-1106/F,广西区政府农办;广西农经学会;广西农财研究会,双月,中文,1993.0,经济与管理科学,农业经济,,,,,,,,,,,,,,,
广西林业,1004-0390,45-1136/S,广西林业科学研究院,月刊,中文,1982.0,经济与管理科学;农业科技,林业;农业经济,,,,,,,,,,,,,,,
广西粮食经济,1009-878X,45-1019/F,广西区粮食局;广西粮食经济学会,双月,中文,1986.0,经济与管理科学,农业经济,,,,,,,,,,,,,,,
